,Weight,Engine power,Emission class,Engine capacity,Condition,VIN,Full service history,Price,Power,CARNAME,Previous owners,ID,Battery type,Battery warranty (km),Interior color,Mileage,Make,Hybrid type,El. motor power,Model,Electric range,Battery capacity,First registration,Doors,Valid MOT until,Country of origin,Energy efficiency,CO2 emissions,Type of finish,Currency,Tags,AC charging time,Interior material,DC charging time,Secondary drive,Consumption,Body,Warranty until,Body color,Seats,Transmission,Fuel,Range extender,Battery capacity1,Drive type
598,,,Euro 6,1 995 ccm,,not published by the seller,,30349,110 kW,bmw 118,,61022346,,,Other interior color,41 067 km,BMW,,,118,,,12/2019,4/5 doors,,,,128 g/km,,EUR,Electric adjustable front seats; Automatic A/C; Rain sensor; Multifunctional steering wheel; Cornering lights; Start-stop system; Front electric windows; Alloy wheels,,Other interior material,,,4.9 l/100km (combined); 4.7 l/100km (city); 3.8 l/100km ,Hatchback,,White,5,Automatic,Diesel,,,4x2
599,,,Euro 6,6 162 ccm,,not published by the seller,,27349,339 kW,chevrolet camaro,,61022348,,,Other interior color,134 322 km,Chevrolet,,,Camaro,,,2/2016,2/3 doors,11/2025,,,0 g/km,,EUR,Keyless entry; Electric adjustable front seats; Heated front seats; Head-up display; Keyless ignition; Sport front seats; Bi-xenon headlights; Bluetooth; Sport-suspension system; Leather,,Full leather interior,,,,Coupe,,Black,4,Manual,Petrol,,,4x2
600,,,Euro 6d-TEMP,1 332 ccm,,not published by the seller,,25799,117 kW,nissan x-trail,1,61022353,,,Other interior color,50 200 km,Nissan,,,X-Trail,,,2/2020,4/5 doors,,,,145 g/km,Metallic,EUR,Heated rear seats; Parking assist system self-steering; LED headlights; Keyless entry; Electric adjustable front seats; Bose audio; Heated front seats; Integrated music streaming; Keyless ignition; Panoramic roof,,Full leather interior,,,6.3 l/100km (combined); 7.4 l/100km (city); 5.7 l/100km ,SUV / offroad,,White,5,Automatic,Petrol,,,4x2
601,,,Euro 6,1 499 ccm,Used,not published by the seller,,60599,180 kW,bmw 225-active-tourer,1,61022352,,,Black interior,5 000 km,BMW,Full hybrid,,225 Active Tourer,83 km,319 kWh,9/2023,4/5 doors,,,,16 g/km,Metallic,EUR,Electric adjustable front seats; Heated front seats,,,,,,MPV,,Black,5,Automatic,Hybrid,No,,4x4
602,,,Euro 6,999 ccm,Used,not published by the seller,,16599,81 kW,seat ibiza,,61022358,,,Other interior color,70 930 km,Seat,,,Ibiza,,,6/2021,4/5 doors,,Germany,,111 g/km,Metallic,EUR,Keyless entry; Heated front seats; Keyless ignition; Bluetooth; Automatic 2-zones air conditioning; Rain sensor; Light sensor; Hill-start assist; Front collision warning system; Parking sensors,,Cloth interior,,,4.9 l/100km (combined),Hatchback,,Grey,5,Manual,Petrol,,,4x2
603,,,Euro 6,1 499 ccm,Used,not published by the seller,,31499,96 kW,peugeot 508,,61022355,,,,34 000 km,Peugeot,,,508,,,3/2023,4/5 doors,,,,133 g/km,,EUR,Keyless ignition; Voice control; Navigation system; El. tailgate; Traffic sign recognition; Bluetooth; Rain sensor; Hill-start assist; Front collision warning system; Daytime running lights,,,,,5 l/100km (combined),Station Wagon,,Grey,5,Automatic,Diesel,,,4x2
604,1571,,No emission class,1 499 ccm,Used,not published by the seller,,33499,88 kW,toyota proace,,61022356,,,Other interior color,27 148 km,Toyota,,,Proace,,,7/2022,4/5 doors,,Spain,,0 g/km,,EUR,Bluetooth; Automatic A/C; Rain sensor; Side mirrors with electic adjustment; Start-stop system; Front electric windows,,Other interior material,,,0 l/100km (combined),Cargo VAN,,,9+,Manual,Diesel,,,4x2
605,1461,,No emission class,998 ccm,New,not published by the seller,,22949,74 kW,kia ceed,,61022351,,,Other interior color,1 km,Kia,,,Ceed,,,8/2023,4/5 doors,,,,119 g/km,,EUR,Apple CarPlay; Android auto; Bluetooth; Automatic A/C; High beam assist; Rain sensor; Lane assist; Hill-start assist; Side mirrors with electic adjustment; Daytime running lights,,Other interior material,,,5.2 l/100km (combined); 5.2 l/100km (city); 5.2 l/100km ,Station Wagon,,,,Manual,Petrol,,,4x2
606,,,Euro 6,998 ccm,Demonstration car,not published by the seller,,26799,88 kW,hyundai i20,1,61022359,,,Black interior,60 km,Hyundai,Mild hybrid,,i20,,,12/2023,4/5 doors,,,,94 g/km,,EUR,Heated rear seats; LED headlights; Keyless entry; Bose audio; Heated front seats; Apple CarPlay; Android auto; Keyless ignition; Navigation system; Heated steering wheel,,Cloth interior,,,4.1 l/100km (combined),Hatchback,,White,5,Automatic,Petrol,No,,4x2
607,,,No emission class,999 ccm,,not published by the seller,,17349,85 kW,volkswagen golf,2,61022354,,,Black interior,78 200 km,Volkswagen,,,Golf,,,12/2018,4/5 doors,,,,112 g/km,Metallic,EUR,Adaptive cruise control; Heated front seats; Smartphone mirroring; Apple CarPlay; Android auto; Integrated music streaming; Voice control; Navigation system; Bluetooth; Automatic 2-zones air conditioning,,Cloth interior,,,5.1 l/100km (combined); 5.7 l/100km (city); 4.6 l/100km ,Hatchback,,Silver,5,Manual,Petrol,,,4x2
608,1665,,Euro 6d,1 968 ccm,,not published by the seller,,37449,110 kW,seat leon,,61022357,,,Black interior,20 km,Seat,,,Leon,,,9/2023,4/5 doors,,,,120 g/km,Metallic,EUR,Parking assist system self-steering; LED headlights; Digital cockpit; Keyless entry; Adaptive cruise control; Heated front seats; Apple CarPlay; Android auto; Voice control; Navigation system,,Cloth interior,,,4.6 l/100km (combined); 4.6 l/100km (city); 4.6 l/100km ,Station Wagon,,Black,5,Automatic,Diesel,,,4x4
609,,,Euro 6,898 ccm,,not published by the seller,,16849,66 kW,dacia sandero,1,61022334,,,Black interior,29 950 km,Dacia,,,Sandero,,,7/2018,4/5 doors,,,,125 g/km,Metallic,EUR,Navigation system; Hill-start assist; Multifunctional steering wheel; Side mirrors with electic adjustment; Daytime running lights; Electrically heated side mirrors; Leather steering wheel; On-board computer; Start-stop system; Front electric windows,,Cloth interior,,,5.5 l/100km (combined); 6.5 l/100km (city); 4.9 l/100km ,Hatchback,,Red,5,Manual,Petrol,,,4x2
610,,,Euro 6,2 143 ccm,,not published by the seller,,21049,170 kW,mercedes-benz c-300,2,61022338,,,Beige interior,165 000 km,Mercedes-Benz,,,C 300,,,5/2015,4/5 doors,,,,149 g/km,Metallic,EUR,Ventilated front seats; Air suspension; Parking assist system self-steering; LED headlights; Keyless entry; Electric adjustable front seats; Adaptive cruise control; Burmester audio; Heated front seats; Head-up display,,Full leather interior,,,6.4 l/100km (combined),Station Wagon,,Black,5,Automatic,Hybrid,,,4x2
611,,,Euro 6,999 ccm,Used,not published by the seller,,19749,66 kW,renault captur,,61022343,,,,22 309 km,Renault,,,Captur,,,11/2022,4/5 doors,,,,121 g/km,,EUR,Keyless ignition; Navigation system; Glare-free high beam headlights; Traffic sign recognition; Automatic lights; Lane assist; Hill-start assist; Multifunctional steering wheel; Side mirrors with electic adjustment; Daytime running lights,,,,,5.9 l/100km (combined),SUV / offroad,12/2024,Blue,5,Manual,Petrol,,,4x2
612,1291,,Euro 6,999 ccm,Used,not published by the seller,,15799,74 kW,ford c-max,,61022332,,,Grey interior,77 215 km,Ford,,,C-Max,,,4/2017,4/5 doors,,Netherlands,,117 g/km,Metallic,EUR,Navigation system; Bluetooth; Automatic A/C; Multifunctional steering wheel; Side mirrors with electic adjustment; Leather steering wheel; Start-stop system; CD player; USB; Front electric windows,,Cloth interior,,,4.9 l/100km (combined),MPV,,Black,5,Manual,Petrol,,,4x2
613,1555,,No emission class,1 984 ccm,Used,not published by the seller,,61649,245 kW,volkswagen golf,,61022344,,,Black interior,6 287 km,Volkswagen,,,Golf,,,12/2023,4/5 doors,,Germany,,165 g/km,Metallic,EUR,Parking assist system self-steering; LED headlights; Digital cockpit; Keyless entry; Adaptive cruise control; Harman/Kardon audio; Heated front seats; Head-up display; Smartphone mirroring; Apple CarPlay,,Cloth interior,,,7.3 l/100km (combined),Hatchback,,,,Automatic,Petrol,,,4x4
614,2125,,No emission class,,Used,not published by the seller,,66949,125 kW,audi q4,,61022333,,,Other interior color,5 000 km,Audi,,,Q4,,,5/2023,4/5 doors,,,,0 g/km,Metallic,EUR,Parking assist system self-steering; LED headlights; Digital cockpit; Keyless entry; Adaptive cruise control; Heated front seats; Keyless ignition; Navigation system; El. tailgate; Sport front seats,,Other interior material,,,0 kWh/100km (combined),SUV / offroad,,White,5,Manual,Electric,,,4x2
615,,,Euro 6,1 199 ccm,,not published by the seller,,11699,81 kW,citroen berlingo,1,61022341,,,Grey interior,149 558 km,Citroen,,,Berlingo,,,6/2016,4/5 doors,06/2025,,,122 g/km,,EUR,LED headlights; Bluetooth; Automatic A/C; Rain sensor; Light sensor; Hill-start assist; Parking sensors; Side mirrors with electic adjustment; Daytime running lights; Leather steering wheel,,Cloth interior,,,5.3 l/100km (combined); 6 l/100km (city); 4.6 l/100km ,Cargo VAN,,Red,5,Manual,Petrol,,,4x2
616,,,Euro 6,1 598 ccm,Used,not published by the seller,,22949,121 kW,peugeot 3008,1,61022337,,,,56 929 km,Peugeot,,,3008,,,9/2017,4/5 doors,,,,136 g/km,,EUR,Head-up display; Automatic multi-zone A/C; Traffic sign recognition; Automatic lights; Rain sensor; Lane assist; Hill-start assist; Autom. dimming side mirros; Multifunctional steering wheel; Side mirrors with electic adjustment,,,,,5.7 l/100km (combined),SUV / offroad,12/2024,White,5,Automatic,Petrol,,,4x2
617,2564,,No emission class,,Used,not published by the seller,,82399,283 kW,kia ev9,,61022335,,,Other interior color,1 km,Kia,,,EV9,,,10/2023,4/5 doors,,,,0 g/km,Metallic,EUR,Ventilated front seats; Parking assist system self-steering; LED headlights; Digital cockpit; Keyless entry; Electric adjustable front seats; Adaptive cruise control; Heated front seats; Head-up display; Apple CarPlay,,Other interior material,,,0 kWh/100km (combined),SUV / offroad,,Blue,7,Automatic,Electric,,,4x4
618,1415,,Euro 6d-TEMP,999 ccm,Used,not published by the seller,,21699,74 kW,fiat tipo,,61022340,,,Black interior,6 130 km,Fiat,,,Tipo,,,9/2022,4/5 doors,,Germany,,0 g/km,,EUR,LED headlights; Digital cockpit; Apple CarPlay; Android auto; Integrated music streaming; Voice control; Traffic sign recognition; Bluetooth; Induction charging for smartphones; Automatic A/C,,Cloth interior,,,,Sedans / saloons,,Red,5,Manual,Petrol,,,4x2
619,1437,,Euro 6d,1 498 ccm,New,not published by the seller,,42849,110 kW,audi a3,,61022336,,,Other interior color,20 km,Audi,,,A3,,,9/2023,4/5 doors,,,,114 g/km,Metallic,EUR,Parking assist system self-steering; LED headlights; Digital cockpit; Keyless entry; Adaptive cruise control; Heated front seats; Navigation system; Paddle shifters; Sport front seats; Traffic sign recognition,,Cloth interior,,,5 l/100km (combined); 5 l/100km (city); 5 l/100km ,Sedans / saloons,,Black,5,Automatic,Petrol,,,4x2
620,,,Euro 6d-TEMP,1 998 ccm,,not published by the seller,,42549,225 kW,bmw m235,2,61022342,,,Black interior,28 338 km,BMW,,,M235,,,6/2022,2/3 doors,,,,0 g/km,Metallic,EUR,LED headlights; Digital cockpit; Heated front seats; Apple CarPlay; Android auto; WLAN/Wifi hotspot; Integrated music streaming; Keyless ignition; Voice control; Navigation system,,Full leather interior,,,,Coupe,,Black,5,Automatic,Petrol,,,4x4
621,,,Euro 6d,1 482 ccm,New,not published by the seller,,30199,117 kW,kia xceed,,61022318,,,Other interior color,1 km,Kia,,,XCeed,,,9/2023,4/5 doors,,,,0 g/km,,EUR,LED headlights; Smart key; Front seats with memory; Heated front seats; Apple CarPlay; Android auto; Navigation system; Heated steering wheel; Paddle shifters; Sport front seats,,Other interior material,,,,SUV / offroad,,,,Manual,Petrol,,,4x2
622,,,Euro 6d,1 199 ccm,,not published by the seller,,25749,96 kW,opel crossland,1,61022328,,,Other interior color,25 680 km,Opel,,,Crossland,,,1/2021,4/5 doors,,,,112 g/km,,EUR,LED headlights; Keyless entry; Heated front seats; Apple CarPlay; Android auto; Integrated music streaming; Keyless ignition; Voice control; Heated steering wheel; El. tailgate,,Part leather interior,,,5 l/100km (combined); 5.7 l/100km (city); 4.7 l/100km ,SUV / offroad,,Red,5,Automatic,Petrol,,,4x2
623,,,Euro 6,1 461 ccm,Used,not published by the seller,,26199,85 kW,dacia duster,,61022325,,,Black interior,18 776 km,Dacia,,,Duster,,,4/2023,4/5 doors,,,,126 g/km,Metallic,EUR,Rear parking camera; Automatic A/C; Automatic lights; Blind spot assist; Side mirrors with electic adjustment; Daytime running lights; USB; Alloy wheels,,Cloth interior,,,4.8 l/100km (combined),SUV / offroad,,Grey,5,Manual,Diesel,,,4x4
624,,,Euro 6,1 998 ccm,,not published by the seller,,25499,141 kW,bmw x2,1,61022329,,,Black interior,78 945 km,BMW,,,X2,,,7/2019,4/5 doors,,,,0 g/km,,EUR,Parking assist system self-steering; LED headlights; Electric adjustable front seats; Heated front seats; Apple CarPlay; Navigation system; Heated steering wheel; El. tailgate; Paddle shifters; Sport front seats,,Full leather interior,,,,SUV / offroad,,Black,5,Automatic,Petrol,,,4x2
625,1905,,Euro 6d,1 993 ccm,Used,not published by the seller,,80699,195 kW,mercedes-benz cls-300,,61022324,,,Black interior,6 207 km,Mercedes-Benz,,,CLS 300,,,5/2023,4/5 doors,,Germany,,0 g/km,,EUR,Parking assist system self-steering; LED headlights; Digital cockpit; Adaptive cruise control; Heated front seats; Apple CarPlay; Android auto; WLAN/Wifi hotspot; Integrated music streaming; Voice control,,Part leather interior,,,,Sedans / saloons,,Grey,5,Automatic,Diesel,,,4x4
626,1424,,Euro 6,1 498 ccm,,not published by the seller,,28749,110 kW,seat ateca,,61022320,,,Black interior,10 km,Seat,,,Ateca,,,6/2023,4/5 doors,,,,131 g/km,,EUR,LED headlights; Digital cockpit; Keyless entry; Heated front seats; Apple CarPlay; Android auto; Keyless ignition; Navigation system; Heated steering wheel; Bluetooth,,Cloth interior,,,5.7 l/100km (combined),SUV / offroad,,Blue,5,Manual,Petrol,,,4x2
627,,,Euro 6d-TEMP,1 373 ccm,New,not published by the seller,,24999,95 kW,suzuki sx4-s-cross,,61022326,,,Black interior,20 km,Suzuki,,,SX4 S-Cross,,,9/2023,4/5 doors,,,,132 g/km,Metallic,EUR,LED headlights; Adaptive cruise control; Heated front seats; Apple CarPlay; Android auto; Integrated music streaming; Keyless ignition; Navigation system; Traffic sign recognition; Bluetooth,,Cloth interior,,,5.8 l/100km (combined); 5.8 l/100km (city); 5.8 l/100km ,SUV / offroad,,Black,5,Manual,Petrol,,,4x4
628,,,Euro 6,1 199 ccm,Used,not published by the seller,,18249,81 kW,peugeot 2008,,61022327,,,Black interior,52 500 km,Peugeot,,,2008,,,6/2019,4/5 doors,,,,110 g/km,Metallic,EUR,Digital cockpit; Voice control; Navigation system; Heated steering wheel; Bluetooth; Automatic 2-zones air conditioning; Automatic lights; Rain sensor; Hill-start assist; Autom. dimming side mirros,,Cloth interior,,,4.6 l/100km (combined),SUV / offroad,06/2024,Black,5,Automatic,Petrol,,,4x2
629,,,Euro 6,999 ccm,,not published by the seller,,7799,50 kW,seat mii,,61022323,,,Other interior color,80 000 km,Seat,,,Mii,,,6/2019,4/5 doors,,,,90 g/km,,EUR,Bluetooth; Daytime running lights; Front electric windows,,Other interior material,,,6.9 l/100km (combined); 8.4 l/100km (city); 6 l/100km ,Hatchback,,White,2,Manual,Other fuel type,,,4x2
630,,,Euro 6,1 332 ccm,Used,not published by the seller,,24099,80 kW,mercedes-benz a-160,,61022293,,,Other interior color,26 600 km,Mercedes-Benz,,,A 160,,,9/2021,4/5 doors,,,,130 g/km,Metallic,EUR,Parking assist system self-steering; LED headlights; Digital cockpit; Keyless entry; Heated front seats; Apple CarPlay; Android auto; Keyless ignition; Voice control; Navigation system,,Other interior material,,,5.7 l/100km (combined); 5.7 l/100km (city); 5.7 l/100km ,Sedans / saloons,,White,5,Manual,Petrol,,,4x2
631,,,Euro 6,1 968 ccm,,not published by the seller,,28649,140 kW,audi q5,1,61022301,,,Beige interior,118 450 km,Audi,,,Q5,,,9/2017,4/5 doors,,,,136 g/km,,EUR,Digital cockpit; Keyless entry; Heated front seats; WLAN/Wifi hotspot; Integrated music streaming; Keyless ignition; Voice control; Navigation system; El. tailgate; Paddle shifters,,Full leather interior,,,5.3 l/100km (combined); 5.6 l/100km (city); 5.1 l/100km ,SUV / offroad,,Black,5,Automatic,Diesel,,,4x4
632,,,Euro 6,1 199 ccm,Used,not published by the seller,,19499,81 kW,citroen c3,,61022294,,,Grey interior,250 km,Citroen,,,C3,,,1/2023,4/5 doors,,,,104 g/km,Metallic,EUR,LED headlights; Keyless entry; Heated front seats; Apple CarPlay; Android auto; Keyless ignition; Voice control; Navigation system; Traffic sign recognition; Bluetooth,,Cloth interior,,,5.4 l/100km (combined); 5.4 l/100km (city); 5.4 l/100km ,Hatchback,,Blue,5,Manual,Petrol,,,4x2
633,,,,,Used,5YJXCCE41KF18XXXX,,66299,451 kW,tesla model-x,,61022302,Lithium-ion (Li-ion),240000 km,,67 000 km,Tesla,,205 kW,Model X,,100 kWh,1/2019,4/5 doors,,,,0 g/km,,EUR,Autonomous driving; Height adjustable suspension; Parking assist system self-steering; LED headlights; Keyless entry; Front seats with memory; Electric adjustable front seats; Adaptive cruise control; Heated front seats; Internet connection,7 h,Full leather interior,37 min,,0 kWh/100km (combined),SUV / offroad,,Black,6,Automatic,Electric,No,,4x4
634,1524,110 kW,Euro 6d-TEMP,1 395 ccm,Used,not published by the seller,,34599,180 kW,volkswagen golf,,61022297,Lithium-ion (Li-ion),,Black interior,18 113 km,Volkswagen,Plug-in hybrid,85 kW,Golf,,13 kWh,6/2021,4/5 doors,,,,106 g/km,Metallic,EUR,LED headlights; Digital cockpit; Adaptive cruise control; Heated front seats; Apple CarPlay; Android auto; Keyless ignition; Voice control; Navigation system; Heated steering wheel,4 h,Cloth interior,,,4.6 l/100km (combined),Hatchback,,Black,5,Automatic,Hybrid,No,,4x2
635,,,Euro 6,1 499 ccm,,not published by the seller,,23999,81 kW,citroen c3-aircross,1,61022295,,,Other interior color,37 954 km,Citroen,,,C3 Aircross,,,1/2022,4/5 doors,,,,94 g/km,Metallic,EUR,Cornering lights; Alloy wheels,,Other interior material,,,3.6 l/100km (combined); 4.2 l/100km (city); 3.2 l/100km ,SUV / offroad,,White,5,Manual,Diesel,,,4x2
636,,,Euro 6,,Used,not published by the seller,,63649,210 kW,bmw ix3,,61022314,,,,4 000 km,BMW,,,iX3,453 km,80 kWh,9/2023,4/5 doors,,,,0 g/km,Metallic,EUR,Digital cockpit; Harman/Kardon audio; Heated front seats; Head-up display; WLAN/Wifi hotspot; Automatic multi-zone A/C; Gesture control; Sport front seats; Induction charging for smartphones; Autom. dimming side mirros,,,,,0 kWh/100km (combined),SUV / offroad,,Black,5,Automatic,Electric,No,,4x2
637,1866,,Euro 6d-TEMP,1 997 ccm,Used,not published by the seller,,37049,135 kW,renault koleos,,61022304,,,Black interior,16 501 km,Renault,,,Koleos,,,12/2022,4/5 doors,,Germany,,0 g/km,Metallic,EUR,Driver's seat with massage function; Ventilated front seats; Parking assist system self-steering; LED headlights; Electric adjustable front seats; Adaptive cruise control; Heated front seats; Apple CarPlay; Android auto; Integrated music streaming,,Full leather interior,,,,SUV / offroad,,Black,5,Automatic,Diesel,,,4x4
638,1494,,No emission class,1 333 ccm,New,not published by the seller,,23199,75 kW,renault kangoo,,61022300,,,Other interior color,1 km,Renault,,,Kangoo,,,9/2023,4/5 doors,,,,154 g/km,,EUR,LED headlights; Navigation system; Traffic sign recognition; Bluetooth; High beam assist; Rain sensor; Hill-start assist; Side mirrors with electic adjustment; Daytime running lights; Fatigue warning system,,Other interior material,,,6.8 l/100km (combined); 6.8 l/100km (city); 6.8 l/100km ,Cargo VAN,,,,Manual,Petrol,,,4x2
639,,,Euro 6,4 735 ccm,,not published by the seller,,89699,321 kW,aston-martin v8-vantage,,61022309,,,Black interior,38 000 km,Aston Martin,,,V8 Vantage,,,9/2018,2/3 doors,09/2025,,,0 g/km,Metallic,EUR,Electric adjustable front seats; Heated front seats; Apple CarPlay; Integrated music streaming; Voice control; Navigation system; Paddle shifters; Sport front seats; Bi-xenon headlights; Bluetooth,,Full leather interior,,,,Coupe,,Black,2,Automatic,Petrol,,,4x2
640,,,,1 984 ccm,New,WAUZZZF27RN019958,,84749,195 kW,audi a6,,61022311,,,,10 km,Audi,,,A6,,,1/2023,4/5 doors,,,,159 g/km,,EUR,LED headlights; Front seats with memory; Electric adjustable front seats; Bang & Olufsen audio; Keyless ignition; Navigation system; Bluetooth; Sport-suspension system; Automatic A/C; Predictive emergency braking system (PEBS),,Cloth interior,,,6.7 l/100km (combined),Station Wagon,,Black,,Automatic,Petrol,,,4x4
641,1365,,No emission class,,New,not published by the seller,,34199,87 kW,fiat 500,,61022296,Lithium-ion (Li-ion),160000 km,Black interior,0 km,Fiat,,87 kW,500,,42 kWh,9/2023,2/3 doors,,Germany,,0 g/km,Metallic,EUR,Digital cockpit; Keyless entry; Apple CarPlay; Android auto; Keyless ignition; Traffic sign recognition; Automatic A/C; Rain sensor; Light sensor; Lane assist,4 h,Cloth interior,34 min,,,Hatchback,,,4,Automatic,Electric,No,,4x2
642,,,Euro 6,1 461 ccm,Used,not published by the seller,,16399,85 kW,dacia lodgy,1,61022308,,,Black interior,70 911 km,Dacia,,,Lodgy,,,11/2019,4/5 doors,,,,109 g/km,Metallic,EUR,Navigation system; Bluetooth; Multifunctional steering wheel; Side mirrors with electic adjustment; Electrically foldable side mirrors; On-board computer; Start-stop system; USB; AUX; Front electric windows,,Cloth interior,,,4.1 l/100km (combined),MPV,12/2024,Black,7,Manual,Diesel,,,4x2
643,1811,,Euro 6,1 598 ccm,Used,not published by the seller,,56999,221 kW,ds-automobiles ds7,,61022307,,,Black interior,36 600 km,DS Automobiles,,,DS7,,,11/2022,4/5 doors,,,,27 g/km,Metallic,EUR,LED headlights; Digital cockpit; Keyless entry; Electric adjustable front seats; Adaptive cruise control; Heated front seats; Apple CarPlay; Android auto; Keyless ignition; Night vision assist,,Other interior material,,,,SUV / offroad,,Blue,5,Automatic,Hybrid,,,4x4
644,,,Euro 6,1 499 ccm,,not published by the seller,,36199,96 kW,opel combo,1,61022306,,,Grey interior,4 982 km,Opel,,,Combo,,,1/2023,4/5 doors,,,,114 g/km,Metallic,EUR,Digital cockpit; Heated front seats; Apple CarPlay; Android auto; Voice control; Navigation system; Heated steering wheel; Traffic sign recognition; Bluetooth; Automatic A/C,,Cloth interior,,,4.3 l/100km (combined); 4.7 l/100km (city); 4.1 l/100km ,Cargo VAN,,Grey,5,Manual,Diesel,,,4x2
645,,,Euro 6,1 984 ccm,Used,not published by the seller,,59549,195 kW,audi q5,1,61022303,,,Black interior,27 615 km,Audi,Mild hybrid,,Q5,,,4/2023,4/5 doors,04/2026,,,169 g/km,Metallic,EUR,Parking assist system self-steering; LED headlights; Digital cockpit; Keyless entry; Electric adjustable front seats; Adaptive cruise control; Heated front seats; Apple CarPlay; Android auto; Integrated music streaming,,Part leather interior,,,7.4 l/100km (combined),SUV / offroad,,White,5,Automatic,Petrol,No,,4x4
646,,,Euro 6d-TEMP,1 469 ccm,,not published by the seller,,30699,96 kW,jeep renegade,1,61022312,,,Black interior,5 km,Jeep,,,Renegade,,,3/2023,4/5 doors,03/2026,,,131 g/km,,EUR,LED headlights; Keyless entry; Adaptive cruise control; Heated front seats; Apple CarPlay; Android auto; Integrated music streaming; Keyless ignition; Voice control; Navigation system,,Cloth interior,,,5.8 l/100km (combined); 5.1 l/100km (city); 6.8 l/100km ,SUV / offroad,,Grey,5,Automatic,Hybrid,,,4x2
647,,,Euro 6,2 287 ccm,Used,not published by the seller,,21349,88 kW,fiat ducato,1,61022291,,,Black interior,136 934 km,Fiat,,,Ducato,,,7/2020,2/3 doors,,,,186 g/km,,EUR,Navigation system; Rear parking camera; Hill-start assist; Multifunctional steering wheel; Side mirrors with electic adjustment; Electrically heated side mirrors; On-board computer; CD player; AUX; Front electric windows,,,,,7.1 l/100km (combined),Cargo VAN,03/2024,White,3,Manual,Diesel,,,4x2
648,,,Euro 6,1 997 ccm,,not published by the seller,,52949,156 kW,ford ranger,,61022286,,,Black interior,2 km,Ford,,,Ranger,,,9/2022,4/5 doors,,,,201 g/km,,EUR,LED headlights; Keyless entry; Heated front seats; Keyless ignition; Navigation system; Traffic sign recognition; Automatic 2-zones air conditioning; Rain sensor; Light sensor; Lane assist,,Part leather interior,,,7.8 l/100km (combined); 7.8 l/100km (city); 7.8 l/100km ,Pick-up,,White,5,Automatic,Diesel,,,4x4
649,,,,1 968 ccm,Used,WAUZZZFY9N2132214,,51649,150 kW,audi q5,,61022280,,,,8 000 km,Audi,Mild hybrid,,Q5,,,1/2022,4/5 doors,,,,139 g/km,,EUR,LED headlights; Keyless entry; Heated front seats; Apple CarPlay; Android auto; Internet connection; Keyless ignition; Voice control; Bluetooth; Leather,,Full leather interior,,,5.3 l/100km (combined),SUV / offroad,,Black,5,Automatic,Diesel,No,,4x4
650,,,Euro 6,2 143 ccm,Used,not published by the seller,,39799,150 kW,mercedes-benz glc-250,,61022281,,,Black interior,52 000 km,Mercedes-Benz,,,GLC 250,,,11/2018,4/5 doors,,,,155 g/km,,EUR,Smart key; Electric adjustable front seats; Heated front seats; WLAN/Wifi hotspot; Voice control; Navigation system; Heated steering wheel; El. tailgate; Paddle shifters; Traffic sign recognition,,,,,5.9 l/100km (combined); 7.3 l/100km (city); 5 l/100km ,SUV / offroad,12/2024,White,5,Automatic,Diesel,,,4x4
651,,,,2 925 ccm,Used,WDC1679231A071263,,94599,243 kW,mercedes-benz gls-400,,61022289,,,,106 900 km,Mercedes-Benz,,,GLS 400,,,1/2020,4/5 doors,,,,0 g/km,,EUR,Air suspension; Parking assist system self-steering; Digital cockpit; Burmester audio; Traffic sign recognition; Automatic A/C; Alarm,,,,,,SUV / offroad,,White,7,Automatic,Diesel,,,4x4
652,,,Euro 6,1 499 ccm,Used,not published by the seller,,26199,96 kW,citroen c5-aircross,,61022287,,,Grey interior,55 000 km,Citroen,,,C5 Aircross,,,2/2021,4/5 doors,,,,102 g/km,Metallic,EUR,,,Cloth interior,,,5.2 l/100km (combined),SUV / offroad,12/2024,Grey,5,Automatic,Diesel,,,4x2
653,,,Euro 6d,1 332 ccm,New,not published by the seller,,31949,96 kW,renault kangoo,,61022290,,,Black interior,10 km,Renault,,,Kangoo,,,9/2023,4/5 doors,,,,155 g/km,Metallic,EUR,LED headlights; Keyless entry; Heated front seats; Apple CarPlay; Android auto; Keyless ignition; Voice control; Navigation system; Glare-free high beam headlights; Traffic sign recognition,,Part leather interior,,,6.3 l/100km (combined),Cargo VAN,,Blue,5,Manual,Petrol,,,4x2
654,,,Euro 6d-TEMP,2 996 ccm,,not published by the seller,,51949,270 kW,mercedes-benz e-450,,61022284,,,Black interior,39 632 km,Mercedes-Benz,,,E 450,,,6/2019,2/3 doors,,,,219 g/km,Metallic,EUR,Ventilated front seats; Parking assist system self-steering; LED headlights; Burmester audio; Heated front seats; Head-up display; Apple CarPlay; Android auto; Integrated music streaming; Voice control,,Full leather interior,,,9.7 l/100km (combined); 12.3 l/100km (city); 6.8 l/100km ,Cabriolet,,Red,4,Automatic,Petrol,,,4x4
655,,,No emission class,,Used,not published by the seller,,79549,300 kW,audi q8,1,61022292,,,Black interior,5 300 km,Audi,,,Q8,,,1/2023,4/5 doors,01/2026,,,0 g/km,Metallic,EUR,Heated rear seats; Air suspension; Parking assist system self-steering; LED headlights; Digital cockpit; Keyless entry; Electric adjustable front seats; Adaptive cruise control; Heated front seats; Head-up display,,Part leather interior,,,0 kWh/100km (combined),SUV / offroad,,Grey,5,Automatic,Electric,No,,4x4
